Winner,Visitor,FG%,3P%,2P%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Home,OFG%,O3P%,O2P%,OFT%,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPTS
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,6,0.44,0.357,0.47,0.774509803921569,8.9,35.2,22.1,6.1,5.4,12.6,20.8,97.3
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,26,0.46,0.38,0.49,0.196938775510204,11,32.5,21.7,8,4.3,14.1,19.1,101.2
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,1,0.449,0.35,0.487,0.757085020242915,11.5,34.8,23.7,9.5,5.5,16.8,20.2,101
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,1,0.449,0.35,0.487,0.757085020242915,11.5,34.8,23.7,9.5,5.5,16.8,20.2,101
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,12,0.466,0.363,0.507,0.744186046511628,10,34.1,24,7.5,4.8,13,19.4,105.3
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,16,0.45,0.364,0.485,0.755458515283843,12.3,33.9,22.3,7.3,3.8,16.3,22.1,102.3
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,22,0.456,0.355,0.491,0.772946859903382,10.7,33.4,23.8,7,4.8,14,19.3,99.5
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,25,0.435,0.345,0.465,0.196938775510204,9.8,33,19.9,7.5,4.7,12.7,21.4,97
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,18,0.459,0.346,0.501,0.731914893617021,11.2,31.2,22.8,6.9,5,14.4,20.3,100.9
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,2,0.487,0.367,0.531,0.759615384615385,11.6,31.9,23.6,8.4,5.5,15.2,21.4,106.5
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,9,0.433,0.349,0.465,0.738396624472574,10,31.7,19.9,8,4.3,14,19.6,97.8
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,6,0.44,0.357,0.47,0.774509803921569,8.9,35.2,22.1,6.1,5.4,12.6,20.8,97.3
1,5,0.451,0.331,0.489,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98,3,0.458,0.346,0.498,0.747211895910781,11,34.1,23.1,7.5,6.1,14.4,20.7,105
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,8,0.456,0.343,0.497,0.743718592964824,10.8,30.3,24.1,7.8,4.5,13.3,20.5,98.7
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,22,0.456,0.355,0.491,0.772946859903382,10.7,33.4,23.8,7,4.8,14,19.3,99.5
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,13,0.439,0.341,0.483,0.766169154228856,11.6,32.1,23.5,7.4,4.9,16.1,19.6,97.1
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,24,0.446,0.362,0.474,0.193205944798301,9.9,29.3,19.4,8.2,4.7,13.1,19.6,94.9
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,17,0.428,0.337,0.458,0.763265306122449,11.7,32.8,21,8.3,3.6,16.2,18.8,99.9
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,13,0.439,0.341,0.483,0.766169154228856,11.6,32.1,23.5,7.4,4.9,16.1,19.6,97.1
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,7,0.44,0.343,0.479,0.742857142857143,11.2,31.5,22.1,7.8,4.6,13.6,20.4,101.8
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,14,0.443,0.322,0.487,0.75,11.9,32,21.4,8.9,5.3,16.4,21.1,100.5
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,25,0.435,0.345,0.465,0.193205944798301,9.8,33,19.9,7.5,4.7,12.7,21.4,97
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,12,0.466,0.363,0.507,0.744186046511628,10,34.1,24,7.5,4.8,13,19.4,105.3
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,16,0.45,0.364,0.485,0.755458515283843,12.3,33.9,22.3,7.3,3.8,16.3,22.1,102.3
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,28,0.456,0.349,0.5,0.748917748917749,11,30.2,23.3,8.7,6.2,12.9,23.9,105
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,11,0.456,0.335,0.494,0.757009345794392,10.6,30.9,20.7,6.8,5.8,12.2,18.7,98.6
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,8,0.456,0.343,0.497,0.743718592964824,10.8,30.3,24.1,7.8,4.5,13.3,20.5,98.7
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,21,0.444,0.36,0.468,0.742990654205608,9.9,32.2,20.7,7.9,4.4,14.2,19.7,97
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,1,0.449,0.35,0.487,0.757085020242915,11.5,34.8,23.7,9.5,5.5,16.8,20.2,101
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,20,0.45,0.336,0.49,0.755364806866953,10.9,33.8,21.9,7.1,5.3,15.1,18.8,101.2
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,19,0.442,0.349,0.481,0.739299610894942,10.6,32.3,23.2,6.7,3,14.3,21.5,100.1
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,23,0.442,0.351,0.478,0.741293532338308,10.5,31.9,20.1,7.4,5.2,15.3,20.3,95.1
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,10,0.454,0.353,0.495,0.732758620689655,10.9,30.1,21.3,7.9,4.4,14.8,20.9,97.3
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,18,0.459,0.346,0.501,0.731914893617021,11.2,31.2,22.8,6.9,5,14.4,20.3,100.9
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,26,0.46,0.38,0.49,0.193205944798301,11,32.5,21.7,8,4.3,14.1,19.1,101.2
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,9,0.433,0.349,0.465,0.738396624472574,10,31.7,19.9,8,4.3,14,19.6,97.8
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,30,0.439,0.338,0.468,0.755980861244019,11,33.6,20.4,8,3.6,12.2,18.7,98.6
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,25,0.435,0.345,0.465,0.193205944798301,9.8,33,19.9,7.5,4.7,12.7,21.4,97
0,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,10,0.454,0.353,0.495,0.732758620689655,10.9,30.1,21.3,7.9,4.4,14.8,20.9,97.3
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,9,0.433,0.349,0.465,0.738396624472574,10,31.7,19.9,8,4.3,14,19.6,97.8
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,4,0.437,0.342,0.476,0.740740740740741,11.4,31.4,22.3,8.6,4.8,17.4,20.1,97.4
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,22,0.456,0.355,0.491,0.772946859903382,10.7,33.4,23.8,7,4.8,14,19.3,99.5
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,27,0.452,0.352,0.486,0.193205944798301,11.6,33.7,21.1,7.9,4.1,15.6,20.3,103.3
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,15,0.463,0.368,0.499,0.751091703056769,10.1,33.4,23.4,7.7,5.4,14.5,17.9,101.4
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,18,0.459,0.346,0.501,0.731914893617021,11.2,31.2,22.8,6.9,5,14.4,20.3,100.9
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,20,0.45,0.336,0.49,0.755364806866953,10.9,33.8,21.9,7.1,5.3,15.1,18.8,101.2
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,2,0.487,0.367,0.531,0.759615384615385,11.6,31.9,23.6,8.4,5.5,15.2,21.4,106.5
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,15,0.463,0.368,0.499,0.751091703056769,10.1,33.4,23.4,7.7,5.4,14.5,17.9,101.4
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,1,0.449,0.35,0.487,0.757085020242915,11.5,34.8,23.7,9.5,5.5,16.8,20.2,101
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,3,0.458,0.346,0.498,0.747211895910781,11,34.1,23.1,7.5,6.1,14.4,20.7,105
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,5,0.456,0.358,0.494,0.732394366197183,11.4,32.9,23.7,7.8,4.5,13.9,20,100.9
1,6,0.42,0.318,0.45,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2,26,0.46,0.38,0.49,0.193205944798301,11,32.5,21.7,8,4.3,14.1,19.1,101.2
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,21,0.444,0.36,0.468,0.742990654205608,9.9,32.2,20.7,7.9,4.4,14.2,19.7,97
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,5,0.456,0.358,0.494,0.732394366197183,11.4,32.9,23.7,7.8,4.5,13.9,20,100.9
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,17,0.428,0.337,0.458,0.763265306122449,11.7,32.8,21,8.3,3.6,16.2,18.8,99.9
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,28,0.456,0.349,0.5,0.748917748917749,11,30.2,23.3,8.7,6.2,12.9,23.9,105
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,30,0.439,0.338,0.468,0.755980861244019,11,33.6,20.4,8,3.6,12.2,18.7,98.6
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,24,0.446,0.362,0.474,0.214423076923077,9.9,29.3,19.4,8.2,4.7,13.1,19.6,94.9
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,18,0.459,0.346,0.501,0.731914893617021,11.2,31.2,22.8,6.9,5,14.4,20.3,100.9
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,25,0.435,0.345,0.465,0.214423076923077,9.8,33,19.9,7.5,4.7,12.7,21.4,97
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,14,0.443,0.322,0.487,0.75,11.9,32,21.4,8.9,5.3,16.4,21.1,100.5
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,23,0.442,0.351,0.478,0.741293532338308,10.5,31.9,20.1,7.4,5.2,15.3,20.3,95.1
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,13,0.439,0.341,0.483,0.766169154228856,11.6,32.1,23.5,7.4,4.9,16.1,19.6,97.1
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,8,0.456,0.343,0.497,0.743718592964824,10.8,30.3,24.1,7.8,4.5,13.3,20.5,98.7
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,11,0.456,0.335,0.494,0.757009345794392,10.6,30.9,20.7,6.8,5.8,12.2,18.7,98.6
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,26,0.46,0.38,0.49,0.214423076923077,11,32.5,21.7,8,4.3,14.1,19.1,101.2
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,23,0.442,0.351,0.478,0.741293532338308,10.5,31.9,20.1,7.4,5.2,15.3,20.3,95.1
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,4,0.437,0.342,0.476,0.740740740740741,11.4,31.4,22.3,8.6,4.8,17.4,20.1,97.4
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,3,0.458,0.346,0.498,0.747211895910781,11,34.1,23.1,7.5,6.1,14.4,20.7,105
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,17,0.428,0.337,0.458,0.763265306122449,11.7,32.8,21,8.3,3.6,16.2,18.8,99.9
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,16,0.45,0.364,0.485,0.755458515283843,12.3,33.9,22.3,7.3,3.8,16.3,22.1,102.3
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,24,0.446,0.362,0.474,0.214423076923077,9.9,29.3,19.4,8.2,4.7,13.1,19.6,94.9
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,27,0.452,0.352,0.486,0.214423076923077,11.6,33.7,21.1,7.9,4.1,15.6,20.3,103.3
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,16,0.45,0.364,0.485,0.755458515283843,12.3,33.9,22.3,7.3,3.8,16.3,22.1,102.3
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,19,0.442,0.349,0.481,0.739299610894942,10.6,32.3,23.2,6.7,3,14.3,21.5,100.1
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,30,0.439,0.338,0.468,0.755980861244019,11,33.6,20.4,8,3.6,12.2,18.7,98.6
0,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,22,0.456,0.355,0.491,0.772946859903382,10.7,33.4,23.8,7,4.8,14,19.3,99.5
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,9,0.433,0.349,0.465,0.738396624472574,10,31.7,19.9,8,4.3,14,19.6,97.8
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,6,0.44,0.357,0.47,0.774509803921569,8.9,35.2,22.1,6.1,5.4,12.6,20.8,97.3
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,12,0.466,0.363,0.507,0.744186046511628,10,34.1,24,7.5,4.8,13,19.4,105.3
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,21,0.444,0.36,0.468,0.742990654205608,9.9,32.2,20.7,7.9,4.4,14.2,19.7,97
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,10,0.454,0.353,0.495,0.732758620689655,10.9,30.1,21.3,7.9,4.4,14.8,20.9,97.3
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,3,0.458,0.346,0.498,0.747211895910781,11,34.1,23.1,7.5,6.1,14.4,20.7,105
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,11,0.456,0.335,0.494,0.757009345794392,10.6,30.9,20.7,6.8,5.8,12.2,18.7,98.6
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,1,0.449,0.35,0.487,0.757085020242915,11.5,34.8,23.7,9.5,5.5,16.8,20.2,101
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,28,0.456,0.349,0.5,0.748917748917749,11,30.2,23.3,8.7,6.2,12.9,23.9,105
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,27,0.452,0.352,0.486,0.214423076923077,11.6,33.7,21.1,7.9,4.1,15.6,20.3,103.3
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,20,0.45,0.336,0.49,0.755364806866953,10.9,33.8,21.9,7.1,5.3,15.1,18.8,101.2
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,2,0.487,0.367,0.531,0.759615384615385,11.6,31.9,23.6,8.4,5.5,15.2,21.4,106.5
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,2,0.487,0.367,0.531,0.759615384615385,11.6,31.9,23.6,8.4,5.5,15.2,21.4,106.5
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,15,0.463,0.368,0.499,0.751091703056769,10.1,33.4,23.4,7.7,5.4,14.5,17.9,101.4
1,7,0.447,0.339,0.486,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104,12,0.466,0.363,0.507,0.744186046511628,10,34.1,24,7.5,4.8,13,19.4,105.3
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,20,0.45,0.336,0.49,0.755364806866953,10.9,33.8,21.9,7.1,5.3,15.1,18.8,101.2
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,30,0.439,0.338,0.468,0.755980861244019,11,33.6,20.4,8,3.6,12.2,18.7,98.6
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,28,0.456,0.349,0.5,0.748917748917749,11,30.2,23.3,8.7,6.2,12.9,23.9,105
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,17,0.428,0.337,0.458,0.763265306122449,11.7,32.8,21,8.3,3.6,16.2,18.8,99.9
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,10,0.454,0.353,0.495,0.732758620689655,10.9,30.1,21.3,7.9,4.4,14.8,20.9,97.3
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,9,0.433,0.349,0.465,0.738396624472574,10,31.7,19.9,8,4.3,14,19.6,97.8
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,17,0.428,0.337,0.458,0.763265306122449,11.7,32.8,21,8.3,3.6,16.2,18.8,99.9
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,10,0.454,0.353,0.495,0.732758620689655,10.9,30.1,21.3,7.9,4.4,14.8,20.9,97.3
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,7,0.44,0.343,0.479,0.742857142857143,11.2,31.5,22.1,7.8,4.6,13.6,20.4,101.8
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,13,0.439,0.341,0.483,0.766169154228856,11.6,32.1,23.5,7.4,4.9,16.1,19.6,97.1
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,13,0.439,0.341,0.483,0.766169154228856,11.6,32.1,23.5,7.4,4.9,16.1,19.6,97.1
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,5,0.456,0.358,0.494,0.732394366197183,11.4,32.9,23.7,7.8,4.5,13.9,20,100.9
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,17,0.428,0.337,0.458,0.763265306122449,11.7,32.8,21,8.3,3.6,16.2,18.8,99.9
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,27,0.452,0.352,0.486,0.178467507274491,11.6,33.7,21.1,7.9,4.1,15.6,20.3,103.3
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,25,0.435,0.345,0.465,0.178467507274491,9.8,33,19.9,7.5,4.7,12.7,21.4,97
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,11,0.456,0.335,0.494,0.757009345794392,10.6,30.9,20.7,6.8,5.8,12.2,18.7,98.6
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,25,0.435,0.345,0.465,0.178467507274491,9.8,33,19.9,7.5,4.7,12.7,21.4,97
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,1,0.449,0.35,0.487,0.757085020242915,11.5,34.8,23.7,9.5,5.5,16.8,20.2,101
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,24,0.446,0.362,0.474,0.178467507274491,9.9,29.3,19.4,8.2,4.7,13.1,19.6,94.9
0,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,14,0.443,0.322,0.487,0.75,11.9,32,21.4,8.9,5.3,16.4,21.1,100.5
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,17,0.428,0.337,0.458,0.763265306122449,11.7,32.8,21,8.3,3.6,16.2,18.8,99.9
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,26,0.46,0.38,0.49,0.178467507274491,11,32.5,21.7,8,4.3,14.1,19.1,101.2
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,21,0.444,0.36,0.468,0.742990654205608,9.9,32.2,20.7,7.9,4.4,14.2,19.7,97
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,6,0.44,0.357,0.47,0.774509803921569,8.9,35.2,22.1,6.1,5.4,12.6,20.8,97.3
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,19,0.442,0.349,0.481,0.739299610894942,10.6,32.3,23.2,6.7,3,14.3,21.5,100.1
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,4,0.437,0.342,0.476,0.740740740740741,11.4,31.4,22.3,8.6,4.8,17.4,20.1,97.4
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,29,0.435,0.335,0.465,0.747619047619048,11.7,31.7,20.2,7.5,5.4,12.2,21.2,97.8
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,12,0.466,0.363,0.507,0.744186046511628,10,34.1,24,7.5,4.8,13,19.4,105.3
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,22,0.456,0.355,0.491,0.772946859903382,10.7,33.4,23.8,7,4.8,14,19.3,99.5
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,18,0.459,0.346,0.501,0.731914893617021,11.2,31.2,22.8,6.9,5,14.4,20.3,100.9
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,20,0.45,0.336,0.49,0.755364806866953,10.9,33.8,21.9,7.1,5.3,15.1,18.8,101.2
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,20,0.45,0.336,0.49,0.755364806866953,10.9,33.8,21.9,7.1,5.3,15.1,18.8,101.2
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,13,0.439,0.341,0.483,0.766169154228856,11.6,32.1,23.5,7.4,4.9,16.1,19.6,97.1
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,3,0.458,0.346,0.498,0.747211895910781,11,34.1,23.1,7.5,6.1,14.4,20.7,105
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,15,0.463,0.368,0.499,0.751091703056769,10.1,33.4,23.4,7.7,5.4,14.5,17.9,101.4
1,8,0.458,0.367,0.504,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1,22,0.456,0.355,0.491,0.772946859903382,10.7,33.4,23.8,7,4.8,14,19.3,99.5
